law_source,law_text,law_number,law_year
c.p.,"  Nell'esercizio del potere discrezionale indicato nell'articolo precedente, il giudice deve tener conto della gravità del reato, desunta:  1° dalla natura, dalla specie, dai mezzi, dall'oggetto, dal tempo, dal luogo e da ogni altra modalità dell'azione;  2° dalla gravità del danno o del pericolo cagionato alla persona offesa dal reato;  3° dalla intensità del dolo o dal grado della colpa.  Il giudice deve tener conto, altresì, della capacità a delinquere del colpevole, desunta:  1° dai motivi a delinquere e dal carattere del reo;  2° dai precedenti penali e giudiziari e, in genere, dalla condotta e dalla vita del reo, antecedenti al reato;  3° dalla condotta contemporanea o susseguente al reato;  4° dalle condizioni di vita individuale, famigliare e sociale del reo. ",art. 133,
c.p.,".  Nella determinazione dell'ammontare della multa o dell'ammenda il giudice deve tenere conto, oltre che dei criteri indicati dall'articolo precedente, anche delle condizioni economiche e patrimoniali del reo.  Il giudice può aumentare la multa o l'ammenda stabilite dalla legge sino al triplo o diminuirle sino ad un terzo quando, per le condizioni economiche e patrimoniali del reo, ritenga che la misura massima sia inefficace ovvero che la misura minima sia eccessivamente gravosa. ",art. 133 bis,
c.p.,"  Nell'esercizio del potere discrezionale indicato nell'articolo precedente, il giudice deve tener conto della gravità del reato, desunta:  1° dalla natura, dalla specie, dai mezzi, dall'oggetto, dal tempo, dal luogo e da ogni altra modalità dell'azione;  2° dalla gravità del danno o del pericolo cagionato alla persona offesa dal reato;  3° dalla intensità del dolo o dal grado della colpa.  Il giudice deve tener conto, altresì, della capacità a delinquere del colpevole, desunta:  1° dai motivi a delinquere e dal carattere del reo;  2° dai precedenti penali e giudiziari e, in genere, dalla condotta e dalla vita del reo, antecedenti al reato;  3° dalla condotta contemporanea o susseguente al reato;  4° dalle condizioni di vita individuale, famigliare e sociale del reo. ",art. 133 ter,
c.p.,"  Le pene temporanee si applicano a giorni, a mesi e ad anni.  Nelle condanne a pene temporanee non si tien conto delle frazioni di giorno, e, in quelle a pene pecuniarie, delle frazioni di lira. ",art. 134,
c.p.,". Le pene principali della multa e dell'ammenda, non eseguite entro il termine di cui all'articolo 660 del codice di procedura penale indicato nell'ordine di esecuzione, si convertono a norma degli articoli 102 e 103 della legge 24 novembre 1981, n. 689. La pena pecuniaria sostitutiva della reclusione o dell'arresto, non eseguita entro lo stesso termine, si converte a norma dell'articolo 71 della legge 24 novembre 1981, n. 689.. ----------------AGGIORNAMENTO (55)  La Corte Costituzionale con sentenza 18-30 giugno 1971, n. 149 (in G.U. 1ª s.s. 07/07/1971, n. 170) ha dichiarato ""l'illegittimità costituzionale dell'art. 136, primo comma, del codice penale, nella parte in cui ammette, per i reati commessi dal fallito in epoca anteriore alla dichiarazione di fallimento, la conversione della pena pecuniaria in pena detentiva, prima della chiusura della procedura fallimentare"". ----------------AGGIORNAMENTO (84)La Corte Costituzionale con sentenza 16-21 novembre 1979, n. 131(in G.U. 1ª s.s. 28/11/1979, n. 325) ha dichiarato ""l'illegittimità costituzionale dell'art. 136 del codice penale"".",art. 136,
c.p.,"  La carcerazione sofferta prima che la sentenza sia divenuta irrevocabile si detrae dalla durata complessiva della pena temporanea detentiva o dall'ammontare della pena pecuniaria.  La carcerazione preventiva è considerata, agli effetti della detrazione, come reclusione od arresto. ",art. 137,
c.p.,"  Nel computo delle pene accessorie temporanee non si tien conto del tempo in cui il condannato sconta la pena detentiva, o è sottoposto a misura di sicurezza detentiva, né del tempo in cui egli si è sottratto volontariamente all'esecuzione della pena o della misura di sicurezza. ",art. 139,
c.p.," Art. 140. ((ARTICOLO ABROGATO DAL D.LGS. 28 LUGLIO 1989, N. 271",art. 140,
c.p.,"  Nel computo delle pene accessorie temporanee non si tien conto del tempo in cui il condannato sconta la pena detentiva, o è sottoposto a misura di sicurezza detentiva, né del tempo in cui egli si è sottratto volontariamente all'esecuzione della pena o della misura di sicurezza. ",art. 141,
c.p.," Art. 142. ((ARTICOLO ABROGATO DALLA L. 26 LUGLIO 1975, N. 354",art. 142,
c.p.," Art. 143. ((ARTICOLO ABROGATO DALLA L. 26 LUGLIO 1975, N. 354",art. 143,
c.p.,"  Negli stabilimenti penitenziari, ai condannati è corrisposta una remunerazione per il lavoro prestato.  Sulla remunerazione, salvo che l'adempimento delle obbligazioni sia altrimenti eseguito, sono prelevate nel seguente ordine:  1° le somme dovute a titolo di risarcimento del danno;  2° le spese che lo Stato sostiene per il mantenimento del condannato;  3° le somme dovute a titolo di rimborso delle spese del procedimento.  In ogni caso, deve essere riservata a favore del condannato una quota pari a un terzo della remunerazione, a titolo di peculio. Tale quota non è soggetta a pignoramento o a sequestro. ",art. 145,
c.p.,".  L'esecuzione di una pena, che non sia pecuniaria, è differita:  1) se deve aver luogo nei confronti di donna incinta;  2) se deve aver luogo nei confronti di madre di infante di età inferiore ad anni uno;  3) se deve aver luogo nei confronti di persona affetta da AIDS conclamata o da grave deficienza immunitaria accertate ai sensi dell'articolo 286-bis, comma 2, del codice di procedura penale, ovvero da altra malattia particolarmente grave per effetto della quale le sue condizioni di salute risultano incompatibili con lo stato di detenzione, quando la persona si trova in una fase della malattia così avanzata da non rispondere più, secondo le certificazioni del servizio sanitario penitenziario o esterno, ai trattamenti disponibili e alle terapie curative.  Nei casi previsti dai numeri 1) e 2) del primo comma il differimento non opera o, se concesso, è revocato se la gravidanza si interrompe, se la madre è dichiarata decaduta dalla responsabilità genitoriale sul figlio ai sensi dell'articolo 330 del codice civile, il figlio muore, viene abbandonato ovvero affidato ad altri, semprechè l'interruzione di gravidanza o il parto siano avvenuti da oltre due mesi. -------------AGGIORNAMENTO (5) Il D.Lgs. Luogotenenziale 10 agosto 1944, n. 224 ha disposto (con l'art. 1, commi 1 e 2) che ""Per i delitti preveduti nel Codice penale è soppressa la pena di morte.  Quando nelle disposizioni del detto Codice è comminata la pena di morte, in luogo di questa si applica la pena dell'ergastolo"". -------------AGGIORNAMENTO (145) La Corte Costituzionale con sentenza 18 ottobre 1995, n. 438 (in G.U. 1ª s.s. 25/10/1995, n. 44) ha dichiarato ""l'illegittimità costituzionale dell'art. 146, primo comma, numero 3, del codice penale, aggiunto dall'art. 2 del d.-l. 14 maggio 1993, n. 139, convertito dalla legge 14 luglio 1993, n. 222, nella parte in cui prevede che il differimento ha luogo anche quando l'espiazione della pena possa avvenire senza pregiudizio della salute del soggetto e di quella degli altri detenuti"". ",art. 146,
c.p.,"  L'esecuzione di una pena può essere differita:  1° se è presentata domanda di grazia, e l'esecuzione della pena non deve esser differita a norma dell'articolo precedente;  2° se una pena restrittiva della libertà personale deve essere eseguita contro chi si trova in condizioni di grave infermità fisica;  3) se una pena restrittiva della libertà personale deve essere eseguita nei confronti di madre di prole di età inferiore a tre anni.  Nel caso indicato nel numero 1°, l'esecuzione della pena non può essere differita per un periodo superiore complessivamente a sei mesi, a decorrere dal giorno in cui la sentenza è divenuta irrevocabile, anche se la domanda di grazia è successivamente rinnovata.  Nel caso indicato nel numero 3) del primo comma il provvedimento è revocato, qualora la madre sia dichiarata decaduta dalla responsabilità genitoriale sul figlio ai sensi dell'articolo 330 del codice civile, il figlio muoia, venga abbandonato ovvero affidato ad altri che alla madre.  Il provvedimento di cui al primo comma non può essere adottato o, se adottato, è revocato se sussiste il concreto pericolo della commissione di delitti. ",art. 147,
c.p.,"  Se, prima dell'esecuzione di una pena restrittiva della libertà personale o durante l'esecuzione, sopravviene al condannato una infermità psichica, il giudice, qualora ritenga che l'infermità sia tale da impedire l'esecuzione della pena, ordina che questa sia differita o sospesa e che il condannato sia ricoverato in un manicomio giudiziario, ovvero in una casa di cura e di custodia. Il giudice può disporre che il condannato, invece che in un manicomio giudiziario, sia ricoverato in un manicomio comune, se la pena inflittagli sia inferiore a tre anni di reclusione o di arresto, e non si tratti di delinquente o contravventore abituale o professionale, o di delinquente per tendenza.  La disposizione precedente si applica anche nel caso in cui, per infermità psichica sopravvenuta, il condannato alla pena di morte deve essere ricoverato in un manicomio giudiziario.(5)  Il provvedimento di ricovero è revocato, e il condannato è sottoposto all'esecuzione della pena, quando sono venute meno le ragioni che hanno determinato tale provvedimento. 67-------------AGGIORNAMENTO (5) Il D.Lgs. Luogotenenziale 10 agosto 1944, n. 224 ha disposto (con l'art. 1, commi 1 e 2) che ""Per i delitti preveduti nel Codice penale è soppressa la pena di morte.  Quando nelle disposizioni del detto Codice è comminata la pena di morte, in luogo di questa si applica la pena dell'ergastolo"". -------------AGGIORNAMENTO (67) La Corte Costituzionale con sentenza 6-19 giugno 1975, n. 146 (in G.U. 1ª s.s. 25/06/1975, n. 166) ha dichiarato ""1) l'illegittimità costituzionale dell'art. 148 del codice penale, nella parte in cui prevede che il giudice, nel disporre il ricovero in manicomio giudiziario del condannato caduto in stato d'infermità psichica durante l'esecuzione di pena restrittiva della libertà personale, ordini che la pena medesima sia sospesa;  2) in applicazione dell'art. 27 della legge 11 marzo 1953, n. 87, dichiara altresì l'illegittimità costituzionale dello stesso art. 148 del codice penale, nella parte in cui prevede che il giudice ordini la sospensione della pena anche nel caso in cui il condannato sia ricoverato in una casa di cura e di custodia ovvero in un manicomio comune (ospedale psichiatrico)"". ",art. 148,
c.p.," Art. 149. ((ARTICOLO ABROGATO DALLA L. 26 LUGLIO 1975, N. 354",art. 149,
c.p.,"  La morte del reo, avvenuta prima della condanna, estingue il reato. ",art. 150,
c.p.,"  L'amnistia estingue il reato, e, se vi è stata condanna, fa cessare l'esecuzione della condanna e le pene accessorie. 56  Nel concorso di più reati, l'amnistia si applica ai singoli reati per i quali è conceduta.  La estinzione del reato per effetto dell'amnistia è limitata ai reati commessi a tutto il giorno precedente la data del decreto, salvo che questo stabilisca una data diversa.  L'amnistia può essere sottoposta a condizioni o ad obblighi.  L'amnistia non si applica ai recidivi, nei casi preveduti dai capoversi dell'articolo 99, né ai delinquenti abituali, o professionali o per tendenza, salvo che il decreto disponga diversamente. -------------AGGIORNAMENTO (56) La Corte Costituzionale con sentenza 5-14 luglio 1971, n. 175, (in G.U. 1ª s.s. 21/7/1971, n. 184) ha dichiarato l'illegittimità costituzionale del comma 1 del presente articolo, nella parte in cui esclude la rinunzia, con le conseguenze indicate in motivazione, all'applicazione dell'amnistia. ",art. 151,
