Domanda,Risposta 1,Risposta 2,Risposta 3
"La separazione tra politica ed amministrazione operata dal legislatore con il D.Lgs. n.  29/1993 costituisce una novità  essenziale introdotta nel nostro ordinamento, destinata a porre in essere uno strumento a  tutela del ruolo dirigenziale, fino  ad allora appartenente agli apparati di diretta collaborazione del Ministro. Il Ministro,  nell'esercizio dei poteri oggi definiti  dall'art. 14 del D.Lgs. n. 165/2001, tra l'altro.... ","Definisce obiettivi, priorità, piani e programmi da attuare ed emana le conseguenti  direttive generali per l'attività amministrativa e per  la gestione. ",Adotta gli atti e i provvedimenti amministrativi ed esercita i poteri di spesa e quelli  di acquisizione delle entrate. ,"Dirige, coordina e controlla l'attività dei dirigenti e dei responsabili dei procedimenti "
"Con riferimento agli elementi essenziali del provvedimento amministrativo (secondo la  “teoria funzionale”: soggetto,  oggetto, contenuto, finalità e forma), la finalità: ",È lo scopo che persegue l’atto. ,"È la res su cui il provvedimento incide, ovvero il bene su cui vanno ad incidere gli  effetti. ","È un comportamento, un fatto o un bene sul quale si indirizza la volontà "
"A norma del disposto di cui all'art. 9, L. 400/1988, i Ministri senza portafoglio  svolgono le funzioni: ",Loro delegate dal Presidente del Consiglio dei ministri sentito il Consiglio dei ministri. ,Loro assegnate dal Consiglio dei ministri. ,"Loro assegnate da uno o più Ministri, su proposta del Presidente del Consiglio. "
"La l. n. 15/2005 e la l. n. 69/2009, in sede di modifica della l. n. 241/1990 hanno  implementato il catalogo dei principi posti a  presidio dell'attività amministrativa. Quale tra quelli indicati non è espressamente  elencato all'art. 1? ",Principio di ragionevolezza. ,Principio di efficacia. ,Principio di trasparenza. 
"A fianco ai destinatari obbligatori dell'avviso di avvio del procedimento, l'art. 9 l.  n. 241/1990 ne affianca una seconda  caratterizzata dal potere di intervenire nel procedimento nonostante l'omessa comunicazione  di avvio. Hanno facoltà di  intervenire nel procedimento: ","I portatori di interessi privati, ove questi non siano individuabili a priori all'inizio  del procedimento. ","Solo i portatori di interessi diffusi costituiti in associazioni o comitati, cui possa  derivare un pregiudizio dal provvedimento. ","Solo i portatori di interessi pubblici, cui possa derivare un pregiudizio dal "
Per sopravvenuti motivi di interesse pubblico l'Amministrazione può recedere  unilateralmente dagli accordi di cui all'art.  11 l. n. 241/1990? ,"Si, salvo l'obbligo di provvedere alla liquidazione di un indennizzo in relazione agli  eventuali pregiudizi verificatisi in danno al  privato. ","Si, salvo l'obbligo di provvedere al risarcimento dei danni subiti dal privato che devono  essere almeno pari alla metà del valore  dell'accordo. ","Si, e in tal caso non deve provvedere alla liquidazione di un indennizzo. "
Si indichi quale vizio della motivazione del provvedimento amministrativo costituisce  vizio di violazione di legge. ,Mancata indicazione specifica degli atti ai quali il provvedimento rinvia nel caso di  motivazione per relationem. ,Motivazione irrazionale. ,Motivazione illogica. 
"I provvedimenti amministrativi si differenziano anche per l'intensità della  motivazione, che a seconda del tipo di atto può  essere più o meno ampia. In quale caso la motivazione deve essere analitica con riferimento  alla mancanza dei requisiti  richiesti? ",In caso di provvedimenti negativi. ,In caso di provvedimenti positivi. ,In caso di provvedimenti vincolati. 
"Con riferimento alle norme sul procedimento amministrativo, chi accerta d'ufficio i  fatti, disponendo il compimento degli  atti all'uopo necessari (comma 1, lett. b),art. 6 l. n. 241/1990)? ",Il responsabile del procedimento. ,Il soggetto competente all'adozione del provvedimento finale. ,L'organo di governo dell'Amministrazione. 
Come ed entro quale termine deve essere proposto l'appello nell'ambito del procedimento  amministrativo (artt. 91 C.p.a e  ss.)? ,Con ricorso e deve essere notificato entro il termine perentorio di sessanta giorni  decorrenti dalla notificazione della sentenza. ,Con ricorso e deve essere notificato entro il termine perentorio di quarantacinque giorni  decorrenti dalla notificazione della sentenza. ,Con ricorso e deve essere notificato entro il termine perentorio di nove mesi decorrenti 
La violazione di legge costituisce il vizio avente portata generale e residuale che si  riscontra in ogni caso di divergenza  dell'atto amministrativo dal paradigma normativo di riferimento. Quale tra le seguenti  costituisce un'ipotesi di violazione  di legge? ,Mancata applicazione della norma. ,Disparità di trattamento. ,Ingiustizia manifesta. 
"Con riferimento all'attività consultiva, così come disciplinata dal novellato art. 16  della l. n. 241/1990, esiste un termine cui  gli organi consultivi delle P.A. devono attenersi nel rendere i pareri ad essi richiesti? ","Si, per i pareri obbligatori il termine è di 20 giorni dal ricevimento della richiesta;  per i pareri facoltativi gli organi consultivi devono  dare immediata comunicazione alle P.A. richiedenti del termine entro il quale il parere sarà  reso che comunque non può superare i 20  giorni dal ricevimento della richiesta. ","Si, per i pareri obbligatori il termine è di 20 giorni dal ricevimento della richiesta;  per i pareri facoltativi è lasciato agli organi  consultivi determinare il termine per il rilascio. ","Si, per i pareri obbligatori il termine è di 30 giorni dal ricevimento della richiesta; "
"Dispone la l. n. 127/1997 che, il parere del Consiglio di Stato deve essere reso nel  termine di quarantacinque giorni dal  ricevimento della richiesta e che decorso tale termine, l'amministrazione può procedere  indipendentemente  dall'acquisizione del parere. Il termine può essere interrotto? ","Sì, può essere interrotto per una sola volta, e il parere deve essere reso  definitivamente entro venti giorni dal ricevimento degli  elementi istruttori. ","Sì, può essere interrotto per una sola volta, e il parere deve essere reso  definitivamente entro quaranta giorni dal ricevimento degli  elementi istruttori. ","No, il termine non può in nessun caso essere interrotto. "
Nell'ambito del procedimento amministrativo quale è il termine previsto dall'art. 73  C.p.a. per il deposito di memorie? ,Trenta giorni liberi prima dell'udienza. ,Quaranta giorni liberi prima dell'udienza. ,Venti giorni liberi prima dell'udienza. 
