Source,Article,Comma number,Comma content
c.p.p.,Art. 133-ter,3.,"3. Il collegamento audiovisivo è attuato, a pena di nullità, con modalità idonee a salvaguardare il contraddittorio e l'effettiva partecipazione delle parti all'atto o all'udienza e ad assicurare la contestuale, effettiva e reciproca visibilità delle persone presenti nei diversi luoghi e la possibilità per ciascuna di essa di udire quanto viene detto dalle altre. Nei casi di udienza pubblica è assicurata un'adeguata pubblicità degli atti compiuti a distanza.
Dell'atto o dell'udienza è sempre disposta la registrazione audiovisiva."
c.p.p.,Art. 133-ter,4.,"4. Salvo quanto disposto dai commi 5, 6 e 7, le persone che compiono l'atto o che partecipano all'udienza a distanza si collegano da altro ufficio giudiziario o da un ufficio di polizia giudiziaria individuato dall'autorità giudiziaria, previa verifica della disponibilità di dotazioni tecniche e condizioni logistiche idonee per il collegamento audiovisivo."
c.p.p.,Art. 133-ter,5.,"5. Le persone detenute, internate, sottoposte a custodia cautelare in carcere o ristrette in carcere a seguito di arresto o di fermo, quando compiono l'atto o partecipano all'udienza a distanza, si collegano dal luogo in cui si trovano."
c.p.p.,Art. 133-ter,6.,"6. Sentite le parti, l'autorità giudiziaria può autorizzare le persone che compiono l'atto o che partecipano all'udienza a distanza a collegarsi da un luogo diverso da quello indicato nel comma 4."
c.p.p.,Art. 133-ter,7.,"7. I difensori si collegano dai rispettivi uffici o da altro luogo, purché idoneo. È comunque assicurato il diritto dei difensori o dei loro sostituti di essere presenti nel luogo dove si trova l'assistito. È parimenti sempre assicurato il diritto dei difensori o dei loro sostituti di consultarsi riservatamente tra loro e con l'assistito per mezzo di strumenti tecnici idonei."
c.p.p.,Art. 133-ter,8.,"8. Nei casi di cui ai commi 4 e 5 e, ove l'autorità giudiziaria non disponga diversamente, nel caso di cui al comma 6, un ausiliario del giudice o del pubblico ministero, individuato anche tra gli ausiliari in servizio presso l'ufficio giudiziario di cui al citato comma 4, o un ufficiale di polizia giudiziaria, individuato in via prioritaria tra il personale in servizio presso le sezioni di polizia giudiziaria e designato tra coloro che non svolgono, né hanno svolto, attività di investigazione o di protezione nei confronti dell'imputato o in relazione ai fatti a lui riferiti, è presente nel luogo ove si trovano le persone che compiono l'atto o che partecipano all'udienza a distanza, ne attesta l'identità e redige verbale delle operazioni svolte a norma dell'articolo 136, in cui dà atto dell'osservanza delle disposizioni di cui al comma 3, primo periodo, e al comma 7, secondo e terzo periodo, delle cautele adottate per assicurare la regolarità dell'esame con riferimento al luogo in cui la persona si trova, nonché dell'assenza di impedimenti o limitazioni all'esercizio dei diritti e delle facoltà ad essa spettanti."
c.p.p.,Art. 134,1.,"1. Alla documentazione degli atti si procede mediante verbale ((e, nei casi previsti dalla legge, anche mediante riproduzione audiovisiva o fonografica))."
c.p.p.,Art. 134,2.,"2. Il verbale è redatto, in forma integrale o riassuntiva, con la stenotipia o altro strumento ((idoneo allo scopo)) ovvero, in caso di impossibilità di ricorso a tali mezzi, con la scrittura manuale. ((Si osservano le disposizioni dell'articolo 110.))"
c.p.p.,Art. 134,3.,"3. Quando il verbale è redatto in forma riassuntiva ((o quando la redazione in forma integrale è ritenuta insufficiente, alla documentazione dell'atto si procede altresì mediante riproduzione audiovisiva o fonografica.))."
c.p.p.,Art. 134,4.,"4. ((COMMA ABROGATO DAL D.LGS. 10 OTTOBRE 2022, N. 150))."
c.p.p.,Art. 135,1.,1. Il verbale è redatto dall'ausiliario che assiste il giudice.
c.p.p.,Art. 135,2.,"2. Quando il verbale è redatto con la stenotipia o altro strumento ((idoneo)), il giudice autorizza l'ausiliario che non possiede le necessarie competenze a farsi assistere da personale tecnico, anche esterno all'amministrazione dello Stato."
c.p.p.,Art. 136,1.,"1. Il verbale contiene la menzione del luogo, dell'anno, del mese, del giorno e, quando occorre, dell'ora in cui è cominciato e chiuso, le generalità delle persone intervenute, l'indicazione delle cause, se conosciute, della mancata presenza di coloro che sarebbero dovuti intervenire, la descrizione di quanto l'ausiliario ha fatto o ha constatato o di quanto è avvenuto in sua presenza nonché le dichiarazioni ricevute da lui o da altro pubblico ufficiale che egli assiste."
c.p.p.,Art. 136,2.,"2. Per ogni dichiarazione è indicato se è stata resa spontaneamente o previa domanda e, in tale caso, è riprodotta anche la domanda; se la dichiarazione è stata dettata dal dichiarante, o se questi si è avvalso dell'autorizzazione a consultare note scritte, ne è fatta menzione."
c.p.p.,Art. 137,1.,"1. Salvo quanto previsto dall'articolo 483 comma 1, il verbale, previa lettura, è sottoscritto alla fine di ogni foglio dal pubblico ufficiale che lo ha redatto, dal giudice e dalle persone intervenute, anche quando le operazioni non sono esaurite e vengono rinviate ad altro momento."
c.p.p.,Art. 137,2.,"2. Se alcuno degli intervenuti non vuole o non è in grado di sottoscrivere, ne è fatta menzione con l'indicazione del motivo."
c.p.p.,Art. 138,1.,"1. Salvo quanto previsto dall'articolo 483 comma 2, i nastri impressi con i caratteri della stenotipia sono trascritti in caratteri comuni non oltre il giorno successivo a quello in cui sono stati formati. Essi sono uniti agli atti del processo, insieme con la trascrizione."
c.p.p.,Art. 138,2.,"2. Se la persona che ha impresso i nastri è impedita, il giudice dispone che la trascrizione sia affidata a persona idonea anche estranea all'amministrazione dello Stato."
c.p.p.,Art. 139,1.,"1. La riproduzione fonografica o audiovisiva è effettuata da personale tecnico, anche estraneo all'amministrazione dello Stato, sotto la direzione dell'ausiliario che assiste il giudice."
c.p.p.,Art. 139,2.,"2. Quando si effettua la riproduzione fonografica, nel verbale è indicato il momento di inizio e di cessazione delle operazioni di riproduzione."
c.p.p.,Art. 139,3.,"3. Per la parte in cui la riproduzione fonografica, per qualsiasi motivo, non ha avuto effetto o non è chiaramente intelligibile, fa prova il verbale redatto in forma riassuntiva."
c.p.p.,Art. 139,4.,4. La trascrizione della riproduzione è effettuata da personale tecnico giudiziario. Il giudice può disporre che essa sia affidata a persona idonea estranea all'amministrazione dello Stato.
c.p.p.,Art. 139,5.,"5. Quando le parti vi consentono, il giudice può disporre che non sia effettuata la trascrizione."
c.p.p.,Art. 139,6.,"6. Le registrazioni fonografiche o audiovisive e le trascrizioni, se effettuate, sono unite agli atti del procedimento."
c.p.p.,Art. 140,1.,1. Il giudice dispone che si effettui soltanto la redazione contestuale del verbale in forma riassuntiva quando gli atti da verbalizzare hanno contenuto semplice o limitata rilevanza ovvero quando si verifica una contingente indisponibilità di strumenti di riproduzione o di ausiliari tecnici.
c.p.p.,Art. 140,2.,"2. Quando è redatto soltanto il verbale in forma riassuntiva, il giudice vigila affinchè sia riprodotta nell'originaria genuina espressione la parte essenziale delle dichiarazioni, con la descrizione delle circostanze nelle quali sono rese se queste possono servire a valutarne la credibilità."
c.p.p.,Art. 141,1.,"1. Quando la legge non impone la forma scritta, le parti possono fare, personalmente o a mezzo di procuratore speciale, richieste o dichiarazioni orali attinenti al procedimento. In tal caso l'ausiliario che assiste il giudice redige il verbale e cura la registrazione delle dichiarazioni a norma degli articoli precedenti.
Al verbale è unita, se ne è il caso, la procura speciale."
c.p.p.,Art. 141,2.,"2. Alla parte che lo richiede è rilasciata, a sue spese, una certificazione ovvero una copia delle dichiarazioni rese."
c.p.p.,Art. 141-bis,1.,"1. Ogni interrogatorio di persona che si trovi, a qualsiasi titolo, in stato di detenzione, e che non si svolga in udienza, deve essere documentato integralmente, a pena di inutilizzabilità, con mezzi di riproduzione ((audiovisiva o, se ciò non è possibile, con mezzi di riproduzione fonografica)). Quando si verifica una indisponibilità di strumenti di riproduzione ((audiovisiva o, se ciò non è possibile, con mezzi di riproduzione fonografica)) o di personale tecnico, si provvede con le forme della perizia, ovvero della consulenza tecnica. Dell'interrogatorio è anche redatto verbale in forma riassuntiva. La trascrizione della riproduzione è disposta solo se richiesta dalle parti."
c.p.p.,Art. 142,1.,"1. Salve particolari disposizioni di legge, il verbale è nullo se vi è incertezza assoluta sulle persone intervenute o se manca la sottoscrizione del pubblico ufficiale che lo ha redatto."
c.p.p.,Art. 143,1.,"1. L'imputato che non conosce la lingua italiana ha diritto di farsi assistere gratuitamente, indipendentemente dall'esito del procedimento, da un interprete al fine di poter comprendere l'accusa contro di lui formulata e di seguire il compimento degli atti e lo svolgimento delle udienze cui partecipa. Ha altresì diritto all'assistenza gratuita di un interprete per le comunicazioni con il difensore prima di rendere un interrogatorio, ovvero al fine di presentare una richiesta o una memoria nel corso del procedimento."
c.p.p.,Art. 143,2.,"2. Negli stessi casi l'autorità procedente dispone la traduzione scritta, entro un termine congruo tale da consentire l'esercizio dei diritti e della facoltà della difesa, dell'informazione di garanzia, dell'informazione sul diritto di difesa, dei provvedimenti che dispongono misure cautelari personali, dell'avviso di conclusione delle indagini preliminari, dei decreti che dispongono l'udienza preliminare e la citazione a giudizio, delle sentenze e dei decreti penali di condanna."
c.p.p.,Art. 143,3.,"3. La traduzione gratuita di altri atti o anche solo di parte di essi, ritenuti essenziali per consentire all'imputato di conoscere le accuse a suo carico, può essere disposta dal giudice, anche su richiesta di parte, con atto motivato, impugnabile unitamente alla sentenza."
c.p.p.,Art. 143,4.,4. L'accertamento sulla conoscenza della lingua italiana è compiuto dall'autorità giudiziaria. La conoscenza della lingua italiana è presunta fino a prova contraria per chi sia cittadino italiano.
c.p.p.,Art. 143,5.,"5. L'interprete e il traduttore sono nominati anche quando il giudice, il pubblico ministero o l'ufficiale di polizia giudiziaria ha personale conoscenza della lingua o del dialetto da interpretare."
c.p.p.,Art. 143,6.,6. La nomina del traduttore per gli adempimenti di cui ai commi 2 e 3 è regolata dagli articoli 144 e seguenti del presente titolo. La prestazione dell'ufficio di interprete e di traduttore è obbligatoria.
c.p.p.,Art. 144,1.,"1. Non può prestare ufficio di interprete, a pena di nullità:
a) il minorenne, l'interdetto, l'inabilitato e chi è affetto da infermità di mente;
b) chi è interdetto anche temporaneamente dai pubblici uffici ovvero è interdetto o sospeso dall'esercizio di una professione o di un'arte;
c) chi è sottoposto a misure di sicurezza personali o a misure di prevenzione;
d) chi non può essere assunto come testimone o ha facoltà di astenersi dal testimoniare o chi è chiamato a prestare ufficio di testimone o di perito ovvero è stato nominato consulente tecnico nello stesso procedimento o in un procedimento connesso. Nondimeno, nel caso previsto dall'articolo 119, la qualità di interprete può essere assunta da un prossimo congiunto della persona sorda, muta o sordomuta."
c.p.p.,Art. 145,1.,"1. L'interprete può essere ricusato, per i motivi indicati nell'articolo 144, dalle parti private e, in rapporto agli atti compiuti o disposti dal giudice, anche dal pubblico ministero."
c.p.p.,Art. 145,2.,"2. Quando esiste un motivo di ricusazione, anche se non proposto, ovvero se vi sono gravi ragioni di convenienza per astenersi, l'interprete ha obbligo di dichiararlo."
c.p.p.,Art. 145,3.,"3. La dichiarazione di ricusazione o di astensione può essere presentata fino a che non siano esaurite le formalità di conferimento dell'incarico e, quando si tratti di motivi sopravvenuti ovvero conosciuti successivamente, prima che l'interprete abbia espletato il proprio incarico."
