Domanda,Risposta 1,Risposta 2,Risposta 3
"A norma del disposto di cui all'art. 5 co. 3, L. 400/1988, quale delle seguenti  funzioni il Presidente del Consiglio dei ministri  può delegare ad un Ministro? ","Cura della tempestiva comunicazione alle Camere dei procedimenti normativi in corso nelle  Comunità europee, informando il  Parlamento delle iniziative e posizioni assunte dal Governo nelle specifiche materie. ",Controfirma di ogni atto per il quale è intervenuta deliberazione del Consiglio dei  ministri. ,"Adozione delle direttive per assicurare l'imparzialità, il buon andamento e l'efficienza "
"Dal punto di vista dei soggetti si distinguono atti monostrutturati e pluristrutturati,  gli atti monostrutturati sono: ","Quelli emanati da un solo organo, individuale o collettivo. ",Quelli imputabili a più organi. ,"Imputabili a più soggetti che curano il medesimo interesse pubblico, anche in posizione "
"Con riguardo agli stati patologici dell'atto amministrativo e alle disposizioni  contenute nella l.n. 241/1990, la mancanza della  forma: ",Comporta la nullità dello stesso. ,Non comporta in nessun caso la nullità dello stesso. ,Non comporta alcuna conseguenza negativa per lo stesso. 
Si indichi quale vizio della motivazione del provvedimento amministrativo costituisce  vizio di violazione di legge. ,Mancata comunicazione di provvedimento negativo nei casi indicati nell'art. 10-bis della  l. n. 241/1990. ,Motivazione illogica. ,Motivazione contradditoria. 
"Nell'ambito del procedimento amministrativo quale è il termine previsto dall'art. 73  C.p.a. per la produzione di documenti? A) Quaranta giorni liberi prima dell'udienza.  B) Trenta giorni liberi prima dell'udienza.  C) Venti giorni liberi prima dell'udienza.  611. In materia di responsabilità dei Ministri, la Costituzione statuisce che: ","I Ministri sono responsabili collegialmente degli atti del Consiglio dei ministri, e  individualmente degli atti dei loro dicasteri. ",I Ministri sono responsabili collegialmente degli atti del Consiglio dei ministri e degli  atti dei loro dicasteri. ,I Ministri sono responsabili individualmente degli atti del Consiglio dei ministri e 
"L'art. 6 della l. n. 241/1990, in sede di specificazione dei compiti primari del  responsabile del procedimento, dispone  espressamente che il responsabile: ","Propone l'indizione o, avendone la competenza, indice le conferenze di servizi. ","Può chiedere il rilascio di dichiarazioni, ma non la rettifica di istanze incomplete. ",Non è competente all'adozione del provvedimento finale. 
"Con riferimento ai provvedimenti amministrativi di II grado, la proroga: ",Non ha effetto retroattivo. ,È un istituto espressamente previsto per gli atti nulli. ,Ricorre quando l'Amministrazione modifica parzialmente un precedente atto. 
Ai sensi dell'art. 14 bis comma 1 della legge 241/1990 la conferenza decisoria si  svolge in forma: ,Semplificata e modalità asincrona. ,Semplificata e modalità sincrona. ,Aggravata e modalità sincrona. 
"A norma di quanto dispone la legge n. 936/1986, la qualità di Presidente del Consiglio  nazionale dell'economia e del lavoro: ","È incompatibile, tra l'altro, con quella di membro del Governo e di consigli o assemblee  regionali. ",È incompatibile solo con quella di membro del Parlamento nazionale ed europeo. ,È compatibile con qualsiasi incarico pubblico o privato. 
"Con riferimento agli elementi del provvedimento amministrativo, la condizione: ",Subordina gli effetti dell'atto al verificarsi di un evento futuro e incerto. ,È elemento accidentale che sottopone l'efficacia dell'atto o alcuni effetti al  verificarsi di un evento futuro e certo. ,È un elemento accidentale che indica il momento dal quale deve avere inizio l'efficacia 
"Con riferimento agli elementi del provvedimento amministrativo, le riserve: ",Sono dichiarazioni con le quali l'amministrazione avoca a sé la possibilità di esercitare  successivamente il medesimo potere a seguito  di una nuova valutazione degli interessi pubblici. ,Subordinano gli effetti dell'atto al verificarsi di un evento futuro e incerto. ,Sono elementi accidentali che indicano il momento dal quale deve avere inizio l'efficacia 
"Con riferimento al riesame con esito conservativo del provvedimento adottato, la  conversione: ","Consiste nel considerare un atto invalido (nullo, a volte annullabile) come appartenente  ad altro tipo, di cui esso presenta i requisiti di  forma e di sostanza. ",Consente la conservazione di un provvedimento invalido mediante l'adozione sopravvenuta  di atti infraprocedimentali inizialmente  omessi. ,"È un provvedimento nuovo, autonomo, costitutivo, con cui viene eliminato il vizio di "
"I regolamenti di riordino (art. 17, co. 4-ter, l. n. 400/1988): ","Sono abilitati al periodico riordino delle disposizioni regolamentari vigenti, alla  ricognizione di quelle che hanno esaurito la loro  funzione. ","Si sostituiscono alle precedenti disposizioni contenute nelle leggi o in atti aventi  forza di legge, sulla base di una legge c.d. di autorizzazione. ",Sono volti all'attuazione e all'interpretazione delle leggi e dei decreti legislativi 
"A norma di quanto dispone l'art. 55-bis del D.Lgs. n. 165/2001 per le infrazioni per le  quali è prevista l'irrogazione di  sanzioni superiori al rimprovero verbale, il responsabile della struttura presso cui presta  servizio il dipendente: ","Segnala immediatamente, e comunque entro dieci giorni, all'ufficio competente per i  procedimenti disciplinari i fatti ritenuti di  rilevanza disciplinare di cui abbia avuto conoscenza. ","Segnala immediatamente, e comunque entro venti giorni, all'ufficio competente per i  procedimenti disciplinari i fatti ritenuti di  rilevanza disciplinare di cui abbia avuto conoscenza. ","Segnala immediatamente, e comunque entro cinque giorni, all'ufficio competente per i "
"Affinché un atto amministrativo, sia valido ed efficace occorre che, oltre agli  elementi costitutivi, sussistano anche i requisiti  la cui mancanza incide sulla legittimità o sull'efficacia dell'atto. Quale tra i seguenti è  un requisito di legittimità? ",La corrispondenza all'interesse pubblico. ,La trasmissione e la pubblicazione del provvedimento. ,Il verificarsi della condizione sospensiva e del termine. 
"Con riferimento all’eccesso di potere, vizio tipico dell’attività discrezionale della  p.a., il travisamento dei fatti: ","Si configura quando il provvedimento è adottato sul presupposto dell’esistenza di fatti  in realtà inesistenti ovvero dell’inesistenza di  fatti che, al contrario, risultano esistenti. ",Si realizza quando la p.a. perviene alla decisione senza aver prima accertato le  condizioni di esercizio del potere e senza aver prima  valutato le altre soluzioni praticabili. ,Si concretizza in una sproporzione tra la sanzione e l’illecito contestato. 
Quale tra i seguenti è uno dei pilastri sui cui si fonda principalmente la riforma del  Titolo V della Costituzione operata a  partite dal 2001? ,Il nuovo riparto di competenza legislativa tra lo Stato e le Regioni (art. 117 Cost.). ,L'introduzione del controllo di legittimità sugli atti degli enti locali (art. 130 Cost.). ,La possibilità per le Regioni di disporre la fusione di Regioni esistenti o la creazione 
Indicare quale affermazione afferente le distinzioni che intercorrono tra  autorizzazione e concessione e corretta. ,"Nella concessione vi è un potere di ingerenza della P.A. nello svolgimento dell'attività  che si esprime nel potere di direzione,  sostituzione e revoca, mentre nell'autorizzazione la P.A. ha un potere di mera vigilanza,  che può tradursi solo in provvedimenti  sanzionatori. ","Sia la concessione che l'autorizzazione hanno natura costitutiva, in quanto attribuiscono  al privato un diritto di cui prima non era  titolare. ",Nell'autorizzazione vi è un potere di ingerenza della P.A. nello svolgimento 
I provvedimenti ablatori personali: ,In quanto provvedimenti che limitano la sfera giuridica dei destinatari sono soggetti al  principio di legalità. ,Sono caratterizzati dal trasferimento coattivo di un bene o di un diritto reale da un  privato alla pubblica amministrazione. ,Costituiscono atti di consenso all'esercizio di un'attività o di un potere. 
"Quale è la composizione dell'adunanza plenaria del Consiglio di Stato ai sensi  dell'art. 6 C.p.a.? A) L'adunanza plenaria è composta dal presidente del Consiglio di Stato che la presiede e da  dodici magistrati del Consiglio di Stato,  assegnati alle sezioni giurisdizionali.  B) L'adunanza plenaria è composta dal presidente del Consiglio di Stato che la presiede e da  cinque magistrati del Consiglio di Stato,  assegnati alle sezioni giurisdizionali.  C) L'adunanza plenaria è composta dal presidente del Consiglio di Stato che la presiede e da  tre magistrati del Consiglio di Stato,  assegnati alle sezioni giurisdizionali.  627. Con riferimento alla comunicazione di avvio del procedimento amministrativo (art. 8  l.n. 241/1990) una amministrazione  può prevedere forme di pubblicità unificate? ","Si, qualora per il numero dei destinatari la comunicazione personale non sia possibile o  risulti particolarmente gravosa. ",Solo se sussistono ragioni di impedimento derivanti da particolari esigenze di celerità  del procedimento. ,Nella prassi e nella sostanza l'amministrazione provvede sempre con forme di pubblicità 
Potere giuridico - Diritto potestativo - Onere. Quali tra le precedenti costituiscono  situazione giuridiche soggettive attive? ,Potere giuridico - Diritto potestativo. ,Onere - Potere giuridico. ,Diritto potestativo - Onere. 
"L'obbligo di pubblicazione degli atti di concessione di sovvenzioni, ecc. di cui  all'art. 26 del D.Lgs. n. 33/2013,: ",Costituisce condizione di efficacia dei provvedimenti che dispongano concessioni ed  attribuzioni di importo complessivo superiore a 1.000 euro. ,Deve avvenire immediatamente dopo la liquidazione delle somme oggetto del beneficio. ,Deve avvenire entro i trenta giorni successivi alla liquidazione delle somme oggetto del 
"A norma di quanto dispone l'art. 16 del D.Lgs. n. 175/2016, quale percentuale del  fatturato delle società in house deve essere  effettuato nello svolgimento dei compiti ad esse affidati dall'ente pubblico o dagli enti  pubblici soci? ",Oltre l'ottanta per cento. ,Oltre il settanta per cento. ,Oltre il novanta per cento. 
"Tra gli atti amministrativi non provvedimentali, che rappresentano semplici momenti dei  procedimenti preordinati  all'emanazione e all'operatività dei provvedimenti, rientrano: ",Le proposte ed i pareri. ,Le registrazioni e le verbalizzazioni. ,Le deliberazioni preliminari e le verbalizzazioni. 
Il preavviso di provvedimento di diniego di cui all'art. 10bis l.n. 241/1990: ,Ha come funzione quella di implementare il contraddittorio nella fase procedimentale nei  casi in cui il procedimento iniziato su  istanza di parte appaia doversi concludere con un provvedimento sfavorevole. ,È un atto endoprocedimentale autonomamente impugnabile in quanto non ha natura  predecisoria. ,È riservato ai procedimenti in materia previdenziale ed assistenziale sorti a seguito di 
I regolamenti del Governo: ,Sono atti sostanzialmente normativi in quanto capaci di innovare l'ordinamento giuridico. ,Possono in ogni caso disciplinare materie di competenza delle Regioni. ,Non sono sottoposti al visto e alla registrazione della Corte dei conti. 
"A norma di quanto dispone il Codice del processo amministrativo, a chi sono devolute,  di norma, le controversie relative a  procedure di affidamento di pubblici lavori, servizi, forniture? ",Giudice amministrativo. ,Giudice ordinario. ,Corte dei conti. 635. È nullo il provvedimento amministrativo (art. 21septies l. n. 241/1990): 
"Sulla congruenza tra le conseguenze finanziarie dei decreti legislativi e le norme di  copertura recate dalle leggi delega, la  Corte dei conti: ",Se richiesto dalle Commissioni parlamentari è chiamata a esprimere il proprio parere. ,Esprime per legge parere obbligatorio vincolante. ,Esprime per legge parere obbligatorio non vincolante. 
