Question,Answer 1,Answer 2,Answer 3
"A norma dell'art. 460 c.p.p., il decreto penale di condanna emesso dal giudice:",non comporta la condanna al pagamento delle spese del procedimento nÃ© l'applicazione di pene accessorie.,comporta la condanna al pagamento delle spese del procedimento e l'eventuale applicazione di pene accessorie.,"comporta la condanna al pagamento delle spese del procedimento, ma non l'applicazione di pene accessorie."
Il consulente tecnico del Pubblico Ministero in un procedimento puÃ² assumere l'incarico di perito del Tribunale in un procedimento connesso?,"No, Ã¨ un caso di incompatibilitÃ .","SÃ¬, purchÃ© gli incarichi non si svolgano contemporaneamente.","SÃ¬, non vi sono preclusioni."
"La Polizia Giudiziaria puÃ², di propria iniziativa, ricercare fonti di prova?","SÃ¬, senza la necessitÃ  della delega del Pubblico Ministero.","No, quando la notizia di reato Ã¨ iscritta nel registro e vi Ã¨ un Pubblico Ministero che procede, la Polizia Giudiziaria agisce sempre su delega del Pubblico Ministero.","SÃ¬, ma solo nei casi di urgenza e necessitÃ ."
Precedentemente all'intervento del Pubblico Ministero:,sia gli ufficiali che gli agenti di polizia giudiziaria curano che le tracce e le cose pertinenti al reato siano conservate e che lo stato dei luoghi e delle cose non venga modificato.,solo l'ufficiale di polizia giudiziaria delegato puÃ² curare che le tracce e le cose pertinenti al reato siano conservate e che lo stato dei luoghi e delle cose non venga mutato.,solo gli ufficiali e non gli agenti di polizia giudiziaria curano che le tracce e le cose pertinenti al reato siano conservate e che lo stato dei luoghi e delle cose non venga mutato.
"In caso di ricezione di delazioni o denunce anonime, la notizia di reato si intende acquisita dalla polizia giudiziaria:  ",dal momento in cui la polizia giudiziaria abbia effettuato qualche accertamento idoneo a concretizzare la sostanza di una notizia di reato.,dopo 24 ore dalla ricezione della denuncia o violazione.,dal momento in cui e'cessata la ricezione della denuncia o delazione.
Le fotografie eseguite dalla polizia giudiziaria:,sono atti irripetibili utilizzabili nel fascicolo dibattimentale.,non costituiscono atti irripetibili.,si considerano irripetibili solo se realizzati con macchine speciali.
Quale autoritÃ  autorizza le intercettazioni ambientali?,Il giudice per le indagini preliminari.,Il giudice per l'udienza preliminare.,Il Pubblico Ministero.
Il giudice dell'udienza preliminare disponendo il giudizio provvede con:,decreto.,ordinanza.,sentenza.
Indicare il termine ordinario di durata delle indagini preliminari:,6 mesi.,9 mesi.,12 mesi.
Esiste un atto obbligatorio che deve necessariamente seguire la notifica dell'avviso di garanzia al minore. Esso Ã¨:,la notifica dell'atto all' esercente la potestÃ  genitoriale.,la comunicazione al difensore di fiducia.,l'accertamento sulla imputabilitÃ .
Per corpo del reato si intende:,"le cose sulle quali o mediante le quali il reato Ã¨ stato commesso nonche' le cose che ne costituiscono il prodotto, il profitto o il prezzo.",esclusivamente le cose che costituiscono il prodotto o il prezzo del reato.,esclusivamente le armi o gli strumenti mediante le quali il reato Ã¨ stato commesso.
Da parte della polizia giudiziaria l'arresto in flagranza di reato Ã¨ sempre obbligatorio?,PuÃ² essere obbligatorio o facoltativo a seconda del tipo di reato.,E' obbligatorio solo se vi Ã¨ pericolo per la pubblica incolumitÃ .,E' obbligatorio solo se disposto dal Pubblico Ministero.
"Allorquando il Pubblico Ministero richieda l'archiviazione, tale richiesta Ã¨ vincolante per il giudice per le indagini preliminari?",No.,Sempre .,SÃ¬ ma solo per le contravvenzioni.
Nel rito penale del patteggiamento la pena puÃ² essere ridotta:,fino ad un terzo.,alla metÃ .,ad un terzo.
PuÃ² proporre querela:,la persona offesa dal reato.,la persona offesa dal reato e qualsiasi pubblico ufficiale che sia venuto a conoscenza di una notizia di reato non perseguibile d'ufficio.,il responsabile civile.
L'informazione di garanzia viene inviata:,alla persona sottoposta alle indagini preliminari e alla persona offesa.,"alla persona sottoposta alle indagini preliminari, alla persona offesa dal reato e alle altre persone che possono riferire di circostanze utili ai fini delle indagini.",solo alla persona sottoposta alle indagini preliminari.
"Nel reato di peculato, in primo grado Ã¨ competente a giudicare :  ",il tribunale collegiale.,il tribunale monocratico.,la Corte d'Assise.
La polizia giudiziaria puÃ² procedere all'accompagnamento presso il proprio ufficio di un minorenne colto in flagranza di un delitto del tipo:,delitto non colposo per il quale la legge stabilisce la pena dell'ergastolo o della reclusione non inferiore nel massimo a cinque anni.,delitti per i quali la legge stabilisce la pena dell'ergastolo.,delitto non colposo consumato o tentato per il quale la legge stabilisce la pena della reclusione non inferiore nel massimo a quattro anni.
Il diritto a proporre querela si estingue:,"per decadenza, per decorso del termine.",perchÃ© risarciti del danno.,per fuga dell'autore del reato.
Se il giudice non emette ordinanza di convalida del sequestro preventivo nei termini previsti:,il sequestro preventivo perde efficacia.,il sequestro preventivo non perde mai efficacia.,il sequestro preventivo Ã¨ annullabile.
Sono ordinari mezzi di impugnazione in materia penale:,l'appello e il ricorso per Cassazione.,"il ricorso gerarchico, il ricorso per Cassazione.","l'appello, la revisione, il ricorso per Cassazione."
La comunicazione della notizia dei reati di competenza del tribunale deve essere data:,senza ritardo.,entro 12 ore.,entro 24 ore.
Ãˆ sempre consentito il fermo di un minorenne indiziato di delitto?,"Nei casi in cui puÃ² essere disposta la misura della custodia cautelare, purchÃ© la pena non sia inferiore nel minimo a 2 anni.",Su disposizione del Pubblico Ministero.,Nella flagranza di un delitto perseguibile d'ufficio.
In caso di arresto Ã¨ dovere della polizia giudiziaria:,dare immediatamente notizia al Pubblico Ministero e al difensore.,dare notizia solo ai familiari.,dare notizia entro 12 ore al Pubblico Ministero.
La Corte di Assise Ã¨ competente tra l'altro:,per tutti i delitti dolosi se dal fatto sia derivata la morte di uno piÃ¹ persone.,per tutti delitti dolosi o colposi se dal fatto sia derivata la morte di almeno 10 persone.,"per i delitti di tentato omicidio, rapina ed estorsione."
Il giudice delle indagini preliminari:,"provvede nei casi previsti dalla legge sulle richieste del Pubblico Ministero, delle parti e della persona offesa dal reato.",e' il giudice competente a coordinare l'attivitÃ  della polizia giudiziaria durante la fase delle indagini preliminari.,Ã¨ titolare insieme al Pubblico Ministero del potere di direzione delle indagini.
Quando puÃ² essere richiesto il giudizio direttissimo?,quando una persona Ã¨ stata arrestata in flagranza di reato.,quando la prova appare evidente.,quando c'Ã¨ accordo tra accusa e difesa.
La comunicazione della nomina del difensore di ufficio alla persona sottoposta alle indagini deve essere fatta ai sensi dell'articolo 369 bis del Codice di procedura penale:,a pena di nullitÃ  degli atti successivi.,a pena di decadenza degli atti successivi.,a pena di annullamento degli atti successivi.  
Il difensore dell'indagato puÃ² procedere ad indagini difensive:,"personalmente o anche ad opera dei suoi sostituti, consulenti ed investigatori privati autorizzati.",solo personalmente.,mediante qualsiasi persona reputata a tal fine idonea dal difensore.
"La comunicazione della nomina del difensore di ufficio alla persona sottoposta alle indagini ai sensi dell'articolo 369 bis del codice di procedura penale, deve contenere tra l'altro:",l'informazione della obbligatorietÃ  della difesa tecnica nel processo penale con l'indicazione della facoltÃ  e dei diritti attribuiti dalla legge alla persona sottoposta alle indagini.,il nome del Pubblico Ministero.,il termine iniziale delle indagini preliminari.
La notizia di reato puÃ² essere comunicata:,"in forma scritta, preceduta dalla forma orale, solo quando sussistono ragioni di urgenza.","sempre, in ogni caso, in forma scritta.",in forma orale su preventiva autorizzazione del tribunale di sorveglianza.
"Se i fatti hanno a oggetto alimenti o bevande la cui denominazione di origine o geografica o le cui specificitÃ  sono protette dalle norme vigenti, le pene stabilite per il reato di frode nell'esercizio del commercio sono:",aumentate.,sempre aumentate della metÃ .,diminuite.
Quale tra i seguenti elementi non Ã¨ menzionato dal Codice penale come caratterizzante il delitto di concussione?,L'indebito arricchimento del reo.,L'abuso dei poteri del reo.,L'abuso della qualitÃ  del reo.
"Nella commissione di un reato, l'agente ritiene erroneamente che esistano circostanze aggravanti. Queste ultime:",non saranno valutate a suo carico.,"saranno valutate a suo carico, quando si tratti di circostanze soggettive.",saranno valutate a suo carico.
L'ubriachezza preordinata a commettere un reato Ã¨ considerata:,una circostanza aggravante.,"un motivo di non imputabilitÃ , ma di applicazione della misura di sicurezza.","una circostanza attenuante, perchÃ© manca in ogni caso la capacitÃ  d'intendere."
"Nel caso in cui piÃ¹ leggi penali o piÃ¹ disposizioni della medesima legge penale regolino la stessa materia, il Codice penale prevede che:","la legge o la disposizione di legge speciale deroghi alla legge o alla disposizione di legge generale, salvo che sia altrimenti stabilito.","si applichi la legge piÃ¹ favorevole al reo, salvo che sia altrimenti stabilito.","la legge o la disposizione di legge generale prevalga sulla legge o disposizione di legge speciale, salvo che sia altrimenti stabilito."
"Chi trova una persona incapace di provvedere a se stessa per malattia di mente o di corpo, per vecchiaia o per altra causa, commette reato se:",non ne dÃ  immediato avviso all'AutoritÃ .,gli presta le prime cure prima dell'arrivo di personale medico.,lo assiste prima di aver avvisato l'autoritÃ .
"In base al Codice penale, Ã¨ recidivo chi:","dopo essere stato condannato per un delitto non colposo, ne commette un altro.",commette reati della stessa indole.,Ã¨ condannato per reati della stessa indole.
"Chi compie atti idonei diretti in modo non equivoco a commettere violenza o minaccia a un pubblico ufficiale, risponde, se l'evento non si verifica:",di tentata violenza o minaccia a un pubblico ufficiale.,di nessun reato.,di interruzione di pubblico servizio.  
"Tizio, in Italia, commette reato di contraffazione del marchio di un prodotto industriale francese. Egli sarÃ  punito:",con la reclusione da sei mesi a tre anni e con la multa da euro 2.500 a euro 25.000.,con la reclusione da sei mesi a un anno e con la multa da euro 2.500 a euro 12.500.,in Italia in base alla legge francese.
La contraffazione di marchi o segni distintivi Ã¨ un reato contro:,la fede pubblica.,il patrimonio.,l'incolumitÃ  pubblica.
"Nel reato di falsa testimonianza, la ritrattazione esclude la punibilitÃ ?","SÃ¬, se la ritrattazione avviene non oltre la chiusura del dibattimento.","SÃ¬, se non ha avuto conseguenze perchÃ© il falso non era credibile.","No, poichÃ© si tratta di reato istantaneo."
La condanna per un reato successivamente abrogato puÃ² essere ostativa alla concessione del beneficio della sospensione condizionale della pena?,"No, non puÃ² essere considerata formalmente ostativa.","SÃ¬, Ã¨ sempre ostativa poichÃ© dimostra la capacitÃ  a delinquere del reo.","No, ma il giudice puÃ² decidere di revocare il beneficio in caso di terza condanna."
"Nel reato di calunnia, l'agente deve conoscere l'innocenza della persona offesa alla quale attribuisce il reato?","SÃ¬, ciÃ² Ã¨ un elemento essenziale della fattispecie.","No, ma nel caso conosca l'innocenza della persona il reato Ã¨ aggravato.","No, Ã¨ sufficiente attribuire un reato a una persona, che successivamente viene assolta in sede processuale."
Ãˆ ammissibile l'estradizione di straniero accusato nel Paese d'origine di adulterio?,"No, poichÃ© tale reato non Ã¨ previsto dalla legge italiana.",Solo se Ã¨ presentata la querela della parte offesa.,"SÃ¬, poichÃ© si tratta di straniero sottoposto alla legge del Paese di origine."
"Tizio, emotivamente alterato, provoca la morte di Caio: Ã¨ punibile?","SÃ¬, sempre.","SÃ¬, e la pena Ã¨ aumentata.","SÃ¬, ma la pena Ã¨ diminuita."
